"Id","Label"
"ou_2149664","Von Cramon-Literatur"
"ou_1856310","W7-AS"
"ou_2243635","W7-AS Team"
"ou_1856313","W7-X"
"ou_2074317","W7-X Diagnostics Team"
"ou_2025287","W7-X ECRH Team"
"ou_2025286","W7-X Team"
"ou_1856312","W7-X: Assembly (AS)"
"ou_1856315","W7-X: Basic Device"
"ou_1856314","W7-X: Construction"
"ou_2344691","W7-X: Design Engineering (DE)"
"ou_1856317","W7-X: Design and Configuration (DC)"
"ou_1856316","W7-X: Diagnostics (DIA)"
"ou_1856300","W7-X: Engineering (EN)"
"ou_1856343","W7-X: Heating (HT)"
"ou_1856306","W7-X: Heating and CoDaC (HC)"
"ou_1856307","W7-X: In-vessel Components (KIP)"
"ou_1856304","W7-X: Magnets and Cryostat (MC)"
"ou_1856342","W7-X: Operations (OP)"
"ou_1856305","W7-X: Physics (PH)"
"ou_1856303","W7-X: Project Coordination (PC)"
"ou_1856333","W7-X: Supply Systems and Divertor (SD)"
"ou_1856302","WEGA"
"ou_1863441","Walter Schnelle"
"ou_3001854","Wave Driven Circulations"
"ou_2541701","Waves"
"ou_1565174","Wedlich-Söldner, Roland / Cellular Dynamics and Cell Patterning"
"ou_3008691","Weir Group"
"ou_907556","Werner Rodejohann - ERC Starting Grant"
"ou_1497747","Whisker Representation"
"ou_2364710","Whispering Gallery Mode Resonator"
"ou_1942298","Wickström – Skin Homeostasis and Ageing"
"ou_1214558","Wirtschaftspatriotismus"
"ou_2173671","Wiss. Servicegruppen"
"ou_1214559","Wissenschaft, Technik und Innovationssysteme"
"ou_1664153","Wissenschaftlich-technischer Bereich / WTB"
"ou_1753295","Wissenschaftliche Service-Einrichtungen"
"ou_2149649","Wolf-Dieter Heiss"
"ou_907559","Wolfgang Krätschmer - Carbon Molecules and Fullerenes"
"ou_1863296","Wolfgang Wagermaier"
"ou_1565175","Wollert, Thomas / Molecular Membrane and Organelle Biology"
"ou_976549","Working Group Tropical Ecology"
"ou_1497748","Working Group Witzemann / Koenen"
"ou_2231638","Wouter Habraken (Indep. Res.)"
"ou_159891","X-Ray Astronomy"
"ou_1863297","Yael Politi"
"ou_1863424","Yuri Prots"
"ou_1565176","Zachariae, Wolfgang / Chromosome Biology"
"ou_1863461","Zhiwei Hu"
"ou_1497749","Zimmermann Group"
"ou_1863499","Zoltán Konthur"
"ou_1863474","cross-PKS/CPfS theory group"
"ou_1497729","mRNA Processing"
"ou_2591691","tide"
"ou_2364720","van Loock Research Group"
"ou_1565173","von Blume, Julia / Molecular Basis of Protein Trafficking"
"ou_2054289","Ökonomisierung des Sozialen und gesellschaftliche Komplexität"
"ou_1607141","AG Almeida, Osborne"
"ou_1607142","AG Binder, Elisabeth"
"ou_1607143","AG Bronisch, Thomas"
"ou_1607144","AG Czisch, Michael"
"ou_1607145","AG Deussing, Jan"
"ou_1607146","AG Eder, Matthias"
"ou_1607147","AG Friess, Elisabeth"
"ou_1607148","AG Hausch, Felix"
"ou_1607149","AG Ising, Marcus"
"ou_1607150","AG Kimura, Mayumi"
"ou_1607151","AG Landgraf, Rainer"
"ou_1607152","AG Lucae, Susanne"
"ou_1607153","AG Müller, Marianne"
"ou_1607154","AG Müller-Myhsok, Bertram"
"ou_1607155","AG Rein, Theo"
"ou_1607156","AG Schmidt, Mathias"
"ou_1607157","AG Schmidt, Ulrike"
"ou_1607158","AG Spengler, Dietmar"
"ou_1607159","AG Stalla, Günter"
"ou_1607160","AG Steiger, Axel"
"ou_1607161","AG Touma, Chadi"
"ou_1607162","AG Turck, Christoph"
"ou_1607163","AG Uhr, Manfred"
"ou_1607164","AG Weber, Frank"
"ou_1607165","AG Weber, Matthias"
"ou_1607166","AG Wotjak, Carsten"
"ou_1607167","AG Zihl, Josef"
"ou_1863338","Ab Initio Thermodynamics"
"ou_2205648","Abteilung Couzin"
"ou_2149688","Abteilung Gahr"
"ou_2149689","Abteilung Kempenaers"
"ou_2149685","Abteilung Wikelski"
"ou_907560","Acceleration and Storage Techniques (R. v. Hahn, R. Repnow, M. Grieser)"
"ou_1863382","Adaptive Structural Materials (Experiment)"
"ou_1863339","Adaptive Structural Materials (Simulation)"
"ou_1863349","Adhesion and Thin Films"
"ou_2074332","Advanced DNA Sequencing Techniques"
"ou_1863399","Advanced Transmission Electron Microscopy"
"ou_907569","Aerosols in Polar Stratospheric Clouds (J. Schreiner)"
"ou_1497784","Airborne Trace Gas Measurements and Mesoscale Modelling, Dr. habil. C. Gerbig"
"ou_1863426","Ajaya Nayak"
"ou_907551","Alban Kellerbauer - Emmy Noether Junior Research Group"
"ou_2421702","Aleksandr Savateev"
"ou_1863446","Alexander Komarek"
"ou_1863443","Alexey Baranov"
"ou_1753322","Algal Biomineralization"
"ou_1863340","Algorithm Design and Modelling"
"ou_2117289","Alloys for Additive Manufacturing"
"ou_2489692","Amaia Cipitria"
"ou_1753337","Amino Acid and Sulfur Metabolism"
"ou_2205638","Ana Vila Verde"
"ou_1863323","Andrea Grafmüller"
"ou_1863406","Andreas Leithe-Jasper"
"ou_1863463","Andrew Mackenzie"
"ou_1863324","Angelo Valleriani"
"ou_1479665","Animal Unit (Head: Ludger Hartmann)"
"ou_1445575","Antimatter Spectroscopy"
"ou_2129636","Applied Mathematics and Computational Physics (AMCP)"
"ou_1753338","Applied Metabolome Analysis"
"ou_1497783","Atmospheric Remote Sensing Group, Dr. D. Feist"
"ou_907570","Atmospheric Trace Gas Environmental Physics (F. Arnold)"
"ou_1863384","Atom Probe Tomography"
"ou_907561","Atomic and Molecular Physics with Stored Ions (A. Wolf)"
"ou_1863350","Atomistic Modelling"
"ou_1863351","Atomistic Modelling in Interface Science"
"ou_1445572","Attoelectronics"
"ou_1445573","Attosecond Dynamics"
"ou_1445574","Attosecond Imaging"
"ou_2522692","Bartholomäus Pieber"
"ou_1863298","Bernd Lepenies"
"ou_2149676","Bernhard Schmidt"
"ou_2364714","Biancalana Research Group"
"ou_159883","Binaries"
"ou_1753343","Binf"
"ou_1863427","Binghai Yan"
"ou_1942305","Bio-MS"
"ou_1942302","Bioinformatics"
"ou_1479648","Bioinformatics (Ralf Herwig)"
"ou_2385701","Bioinformatics (Ralf Herwig)"
"ou_1753303","BioinformaticsCIG"
"ou_1753315","BioinformaticsCRG"
"ou_1863385","Biological Composites"
"ou_1942294","Biological Mechanisms of Ageing"
"ou_1753307","Biophysical Analysis"
"ou_2435693","Biophysics and Photosynthesis"
"ou_1938307","Biosphere-Atmosphere Interactions and Experimentation, Dr. M. Migliavacca"
"ou_1863408","Bodo Böhme"
"ou_2149635","Bonobos"
"ou_913567","Boundary Layer Measurements"
"ou_1753314","Brassinosteroids"
"ou_3055242","Brian Reville, Astrophysical Plasma Theory (APT) - Max Planck Research Group"
"ou_1863464","Burkhard Schmidt"
"ou_1479649","Cancer Genomics (Michal-Ruth Schweiger)"
"ou_1753344","Carbohydrate Molecular Physiology"
"ou_907571","Carbon Clusters and Fullerene Chemistry (W. Krätschmer)"
"ou_907552","Carsten Welsch - Helmholtz University Group"
"ou_2117284","Cell Signaling Dynamics (Zhike Zi)"
"ou_3014190","Cellular Phenotyping (Franz-Josef Müller)"
"ou_2129637","Central IT Services"
"ou_1753339","Central Metabolism"
"ou_1863428","Chandra Shekhar"
"ou_2364715","Chekhova Research Group"
"ou_2149636","Chimpanzees"
"ou_1863352","Christian Doppler Laboratory for Diffusion and Segregation Mechanisms"
"ou_1863353","Christian Doppler Laboratory for Metal/Polymer Interfaces"
"ou_1863325","Christian Seidel"
"ou_2364716","Christiansen Research Group"
"ou_1863465","Christoph Geibel"
"ou_3164413","Christoph Marquardt Research Group"
"ou_3149476","Chromatin Structure and Function (Sarah Kinkley)"
"ou_1479642","Chromosome Rearrangements and Disease (Vera Kalscheuer)"
"ou_2385702","Chromosome Rearrangements and Disease (Vera Kalscheuer)"
"ou_1863447","Chun-Fu Chang"
"ou_1863429","Claudia Felser"
"ou_2288694","Clemens Liedel"
"ou_1863466","Clifford Hicks"
"ou_913568","Climate Dynamics"
"ou_913569","Climate Modelling"
"ou_913566","Climate-Biogeosphere Interaction"
"ou_1479643","Clinical Genetics (Thomas F. Wienker)"
"ou_2385696","Clinical Genetics (Thomas F. Wienker)"
"ou_3055164","Cloud-wave Coupling"
"ou_1863386","Combinatorial Metallurgy and Processing"
"ou_1942303","Comparative Biology"
"ou_1479658","Computational Epigenetics (Ho-Ryun Chung)"
"ou_2129638","Computational Infrastructure and Model Devlopment (CIMD)"
"ou_3012829","Computational Nanoscale Imaging"
"ou_1479667","Computing (Head: Donald Buczek/Peter Marquardt)"
"ou_2074315","Corrosion"
"ou_1863314","Cristina Giordano"
"ou_1753324","Cytoplasmic and Evolutionary Genetics"
"ou_1863430","Daniel Ebke"
"ou_907553","Daniel Fischer - Emmy Noether Junior Research Group"
"ou_1863448","Daria Mikhailova"
"ou_1933288","Dariya Dontsova"
"ou_1863315","Davide Esposito"
"ou_1479671","Decadal Climate Predictions - MiKlip"
"ou_976547","Department Ecophysiology"
"ou_3148705","Department General Limnology"
"ou_976548","Department Microbial Ecology"
"ou_3148706","Department Tropical Ecology"
"ou_1863368","Development and Characterisation of New Materials"
"ou_2173665","Developmental neurobiology"
"ou_1863449","Diana Rata"
"ou_1942300","Dieterich – Computational RNA Biology and Ageing"
"ou_913570","Director’s Research Group AES"
"ou_913564","Director’s Research Group LES"
"ou_913553","Director’s Research Group OES"
"ou_1863309","Dmitry Shchukin"
"ou_3055403","Drivers of tropical circulation (CLICCS JWG)"
"ou_2149647","Eckhard Mandelkow"
"ou_2385698","Efficient Algorithms for Omics Data (Knut Reinert)"
"ou_1863354","Electrocatalysis"
"ou_1863355","Electrochemistry and Corrosion"
"ou_2173666","Electron microscopy"
"ou_907554","Elisa Resconi - Emmy Noether Junior Research Group"
"ou_2149690","Emeritus"
"ou_3164407","Emeritus Group Leuchs"
"ou_913571","Emmy Noether Junior Research Group Cloud-Climate Feedbacks"
"ou_913563","Emmy Noether Junior Research Group Fire in the Earth System"
"ou_1832286","Emmy Noether Junior Research Group Forest Management in the Earth System"
"ou_1497790","Energy and Earth System"
"ou_1863362","Engineering Thermodynamics and Kinetics"
"ou_2364724","Fibre Fabrication and Glass Studio"
"ou_2497691","Florian Goertz - Max Planck Research Group"
"ou_3039333","Flow Cytometry Facility (Claudia Giesecke-Thiel)"
"ou_2559698","Forschungsgruppe Aplin"
"ou_3013034","Forschungsgruppe Baldwin"
"ou_2149691","Forschungsgruppe Brumm"
"ou_2149692","Forschungsgruppe Dingemanse"
"ou_2149693","Forschungsgruppe Goerlitz"
"ou_2149694","Forschungsgruppe Hau"
"ou_2344696","Forschungsgruppe Küpper"
"ou_2253642","Forschungsgruppe Peters"
"ou_2253643","Forschungsgruppe Quillfeldt"
"ou_2149695","Forschungsgruppe Rattenborg"
"ou_2149696","Forschungsgruppe Schroeder"
"ou_2149697","Forschungsgruppe Siemers"
"ou_3025786","Forschungsgruppe Vallentin"
"ou_907557","Frank Arnold - Atmospheric Trace Gases and Ions"
"ou_1863467","Frank Steglich"
"ou_159892","Gamma-Ray-Astronomy"
"ou_2117287","Gene Regulation and Systems Biology of Cancer (Marie-Laure Yaspo)"
"ou_2173668","Gene expression and signaling"
"ou_2541694","Genes Research Group"
"ou_2149662","Gentherapie und Molekulare Bildgebung"
"ou_1863310","Gerald Brezesinski"
"ou_1863500","Gerald Brezesinski"
"ou_1863431","Gerhard Fecher"
"ou_3001850","Global Circulation and Climate"
"ou_913562","Global Vegetation Modelling"
"ou_1942295","Graef – Effectors and Regulation of Autophagy during Ageing"
"ou_3172946","Gruppe von Bayern"
"ou_1863432","Gudrun Auffermann"
"ou_1863433","Guido Kreiner"
"ou_159893","Halbleiterlabor"
"ou_913572","Hans Ertel Research Group Clouds and Convection"
"ou_1863502","Hans Riegler"
"ou_1863450","Helge Rosner"
"ou_1863316","Helmut Schlaad"
"ou_1863396","High Temperature Materials"
"ou_3010672","High-Entropy Alloys"
"ou_2253637","High-Temperature Materials, Max Planck Research Group"
"ou_1863356","High-Temperature Reactions"
"ou_2591694","Holger Kreckel - MPG group subsequent to ERC Starting Grant"
"ou_3014183","Human Molecular Genomics (Malte Spielmann)"
"ou_2379697","Humanethologie"
"ou_2149698","Humboldt Forschungsgruppe Pika"
"ou_159884","Hydrodynamics"
"ou_3157214","Hydrogen Mechanics and Interface Chemistry"
"ou_2149699","IMPRS for Organismal Biology"
"ou_3172953","IMPRS for Organismal Biology, Radolfzell"
"ou_3172954","IMPRS for Organismal Biology, Univ. Konstanz"
"ou_2149670","IT and Electronics Dev."
"ou_2149666","In-vivo-NMR"
"ou_1863369","Innovative Steel Research"
"ou_3069168","Integrated Computational Materials Engineering"
"ou_1863357","Interaction Forces and Functional Materials"
"ou_1863387","Interface Design in Solar Cells"
"ou_2253636","Interface Design in Solar Cells, Cooperation with RWTH Aachen University"
"ou_2364700","Interference Microscopy and Nanooptics"
"ou_1863400","Intermetallic Materials"
"ou_1863388","Intermetallic Materials"
"ou_1863317","Jens Weber"
"ou_1863318","Jiayin Yuan"
"ou_2149655","Junior Research Groups"
"ou_1863468","Jörg Sichelschmidt"
"ou_1863319","Jürgen Hartmann"
"ou_2301698","Kerstin Blank"
"ou_1863320","Klaus Tauer"
"ou_2149663","Klinisches PET"
"ou_2149657","Kognition der Motorik"
"ou_2149658","Kognitive Neurologie"
"ou_2149659","Krebstherapie und Molekulare Bildgebung"
"ou_1863451","Kyung-Tae Ko"
"ou_1445576","Laboratory of Photonics and Quantum Measurements"
"ou_1497791","Land Surface Dynamics"
"ou_913561","Land Surface-Atmosphere Interaction"
"ou_1479664","Library (Head: Sylvia Elliger/Praxedis Leitner)"
"ou_2173672","Light microscopy facility"
"ou_976546","Limnological River Station Schlitz"
"ou_1863452","Liu Hao Tjeng"
"ou_1863389","MPG-FhG Computational Mechanics of Polycrystals Group"
"ou_634573","MPI for Psychological Research (Munich, -2003)"
"ou_634574","MPI of Cognitive Neuroscience (Leipzig, -2003)"
"ou_2074322","Machine Physics"
"ou_1863469","Manuel Brando"
"ou_1863326","Mark Santer"
"ou_1863470","Markus König"
"ou_3070372","Markus Miettinen"
"ou_1863453","Martin Rotter"
"ou_1863454","Martin Valldor"
"ou_1479669","Mass Spectrometry (Head: David Meierhofer)"
"ou_2324693","Materials Science of Mechanical Contacts"
"ou_1942299","Matic – Proteomics of post-translational modifications"
"ou_1863455","Maurits Haverkort"
"ou_913554","Max Planck Research Group The Sea Ice in the Earth System"
"ou_913573","Max Planck Research Group Turbulent Mixing Processes in the Earth System"
"ou_1863383","Mechanism-based Alloy Design"
"ou_1863390","Metal Forming"
"ou_1863471","Michael Baenitz"
"ou_1863472","Michael Nicklas"
"ou_2364725","Micro- & Nanostructuring"
"ou_1479668","Microscopy and Cryo Electron Microscopy (Head: Thorsten Mielke)"
"ou_1863391","Microscopy and Diffraction"
"ou_913574","Middle and Upper Atmosphere"
"ou_2301693","Minerva Research Group Stratosphere and Climate"
"ou_159886","Molecular Physics"
"ou_2173667","Molecular and translational neurology"
"ou_2149667","Multimodal Imaging of Brain Metabolism"
"ou_1863401","Nano-/ Micromechanics of Materials"
"ou_1863402","Nanotribology"
"ou_2149660","Neuromodulation und Neurorehabilitation"
"ou_1863456","Nils Hollmann"
"ou_913555","Numerical Model Development and Data Assimilation"
"ou_913575","Observations and Process Studies"
"ou_3055163","Observations, Analysis and Synthesis (OAS)"
"ou_913556","Ocean Biogeochemistry"
"ou_913557","Ocean Physics"
"ou_913558","Ocean Statistics"
"ou_1863476","Oliver Stockert"
"ou_2173657","Oncophysiology"
"ou_2364726","Optical Technologies"
"ou_2364717","Painter Research Group"
"ou_1863457","Peter Thalmeier"
"ou_1863397","Phase Equilibria and Transformations"
"ou_1445579","Polar Molecules"
"ou_3001851","Precipitating Convection"
"ou_2149671","Preclinical Phenotyping"
"ou_2173673","Proteomics"
"ou_2364709","Quantumness, Tomography, Entanglement, and Codes"
"ou_2149672","Radiochemistry"
"ou_907558","Ralf Srama - Heidelberg Dust Group"
"ou_1863327","Reinhard Lipowsky"
"ou_2288692","Roland Knorr"
"ou_1863328","Rumiana Dimova"
"ou_2205637","Sophia Rudorf"
"ou_1863475","Stefan Kirchner"
"ou_1863329","Stefan Klumpp"
"ou_3001852","Stratospheric Forcing and Climate"
"ou_913560","Terrestrial Hydrology"
"ou_913559","Terrestrial Remote Sensing / HOAPS"
"ou_3012828","Theoretical Description of Pump-Probe Spectroscopies in Solids"
"ou_2364699","4pi Photon Atom Coupling"
"ou_2149656","Funktionelle Krebsgenomforschung"
